RDS
250,3,coupMissing,
209,5,coup9075,coup2446,coup2029,coupMissing,8,hash2509,hash23,hash3395,hash3721,hash2854,hash120,NA,NA,NA,
210,7,coup9600,coup3379,coup2980,coupMissing,8,hash2661,hash2873,hash3110,hash154,hash1457,hash3149,hash718,hash740,NA,
211,4,coup306,coupMissing,coupMissing,coupMissing,8,hash1654,hash1852,hash533,hash1504,hash537,NA,NA,NA,NA,
212,8,coup2630,coup7535,coup5026,coupMissing,8,hash176,hash1391,hash3586,hash2129,hash2778,hash3023,hash321,hash798,hash2696,
213,6,coup3111,coup2298,coup3114,coupMissing,8,hash118,hash1258,hash392,hash3011,hash2644,hash3599,hash1345,NA,NA,
214,6,coup6288,coup7569,coup8266,coupMissing,8,hash1596,hash945,hash2748,hash2085,hash3335,hash1138,hash1088,NA,NA,
215,5,coup6720,coupMissing,coupMissing,coupMissing,8,hash2896,hash2212,hash302,hash1483,hash917,hash1668,NA,NA,NA,
216,5,coup7093,coup4637,coup8677,coupMissing,8,hash377,hash2212,hash3386,hash2791,hash534,hash1069,NA,NA,NA,
217,5,coup1934,coupMissing,coupMissing,coupMissing,8,hash3911,hash3620,hash3548,hash1018,hash1190,hash1386,NA,NA,NA,
218,6,coup6276,coup850,coup370,coupMissing,8,hash2229,hash1088,hash702,hash1626,hash1227,hash1208,hash39,NA,NA,
219,5,coup1699,coupMissing,coupMissing,coupMissing,8,hash402,hash2647,hash2726,hash2932,hash1886,hash3472,NA,NA,NA,
220,6,coup778,coup8918,coup2955,coupMissing,8,hash3328,hash746,hash436,hash3803,hash2779,hash3747,hash740,NA,NA,
221,5,coup7569,coupMissing,coupMissing,coupMissing,8,hash3335,hash1596,hash2826,hash33,hash1573,hash548,NA,NA,NA,
222,8,coup2664,coupMissing,coupMissing,coupMissing,8,hash3361,hash3257,hash2843,hash423,hash110,hash941,hash2544,hash193,hash640,
223,8,coup2846,coup5992,coup6332,coupMissing,8,hash525,hash2347,hash1384,hash2514,hash566,hash3173,hash115,hash3659,hash860,
224,4,coup7130,coupMissing,coupMissing,coupMissing,8,hash2276,hash114,hash2333,hash941,hash277,NA,NA,NA,NA,
225,5,coup418,coupMissing,coupMissing,coupMissing,8,hash1732,hash2873,hash2550,hash2758,hash282,hash1498,NA,NA,NA,
226,5,coup2548,coup4239,coup7089,coupMissing,8,hash3352,hash3203,hash698,hash3090,hash2207,hash3962,NA,NA,NA,
227,5,coup8446,coupMissing,coupMissing,coupMissing,8,hash3352,hash266,hash504,hash1394,hash2057,hash2767,NA,NA,NA,
228,5,coup1830,coupMissing,coupMissing,coupMissing,8,hash27,hash2681,hash1685,hash769,hash1896,hash431,NA,NA,NA,
229,4,coup7644,coupMissing,coupMissing,coupMissing,8,hash2112,hash1652,hash3567,hash84,hash1480,NA,NA,NA,NA,
230,5,coup9618,coupMissing,coupMissing,coupMissing,8,hash2754,hash114,hash395,hash878,hash2926,hash560,NA,NA,NA,
231,4,coup1418,coup1715,coup4834,coupMissing,8,hash3892,hash3484,hash1176,hash664,hash2907,NA,NA,NA,NA,
232,5,coup5813,coupMissing,coupMissing,coupMissing,8,hash3382,hash1768,hash1859,hash1498,hash1448,hash2175,NA,NA,NA,
233,6,coup3253,coupMissing,coupMissing,coupMissing,8,hash204,hash3944,hash3031,hash3137,hash1494,hash1221,hash1005,NA,NA,
234,6,coup1728,coup1618,coup5187,coupMissing,8,hash2782,hash977,hash2976,hash652,hash1221,hash740,hash1056,NA,NA,
235,6,coup8857,coup2943,coup9982,coupMissing,8,hash1315,hash2806,hash2577,hash3410,hash1873,hash1641,hash3795,NA,NA,
236,4,coup4847,coupMissing,coupMissing,coupMissing,8,hash702,hash2209,hash1577,hash103,hash3724,NA,NA,NA,NA,
237,5,coup1513,coupMissing,coupMissing,coupMissing,8,hash2208,hash203,hash2063,hash1106,hash1166,hash1501,NA,NA,NA,
238,5,coup3184,coupMissing,coupMissing,coupMissing,8,hash3064,hash1486,hash2646,hash3740,hash3801,hash1380,NA,NA,NA,
239,5,coup5707,coup7512,coup6719,coupMissing,8,hash1748,hash1599,hash806,hash3103,hash3470,hash537,NA,NA,NA,
240,4,coup2031,coupMissing,coupMissing,coupMissing,8,hash2259,hash3868,hash3464,hash3068,hash1294,NA,NA,NA,NA,
241,7,coup554,coupMissing,coupMissing,coupMissing,8,hash207,hash3031,hash1980,hash1571,hash2045,hash388,hash1920,hash2710,NA,
242,5,coup7914,coupMissing,coupMissing,coupMissing,8,hash3713,hash2667,hash3107,hash2594,hash3161,hash3737,NA,NA,NA,
243,5,coup2566,coup1979,coup3806,coupMissing,8,hash40,hash3497,hash1873,hash1145,hash157,hash2082,NA,NA,NA,
244,4,coup7966,coup301,coup3641,coupMissing,8,hash3548,hash1729,hash3818,hash3023,hash3964,NA,NA,NA,NA,
245,5,coup164,coup5054,coup1185,coupMissing,8,hash1982,hash3252,hash2907,hash2042,hash2791,hash694,NA,NA,NA,
246,7,coup1618,coup9919,coup9036,coupMissing,8,hash977,hash203,hash530,hash427,hash3791,hash588,hash2782,hash3918,NA,
247,6,coup2228,coup1553,coup65,coupMissing,8,hash311,hash402,hash717,hash1059,hash1265,hash3585,hash653,NA,NA,
248,7,coup672,coupMissing,coupMissing,coupMissing,8,hash1874,hash1845,hash1439,hash2333,hash260,hash3891,hash1835,hash2707,NA,
249,4,coup3887,coup4847,coup1961,coupMissing,8,hash1577,hash702,hash3125,hash941,hash181,NA,NA,NA,NA,
250,6,coup5187,coup9600,coup778,coupMissing,8,hash740,hash2596,hash2661,hash3328,hash2782,hash1667,hash1710,NA,NA,
